,business_id,open_date,target,num_months_with_rev,stars_avg_l12m,stars_avg_l9m,stars_avg_l6m,stars_avg_l3m,rev_avg_month_l12m,rev_avg_month_l9m,rev_avg_month_l6m,rev_avg_month_l3m
604,B1tsu2zSVlY_g1QS-z4ILg,2017-07-01,0,9,4.626506024096385,4.51063829787234,4.375,4.375,6.916666666666667,5.222222222222222,4.0,0.0
605,B4ZuEVKHnr2blYg-QiGOkw,2009-12-01,0,7,3.75,3.5,3.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333
606,B5E_Qp3R1q0oRlzbYaWIkQ,2011-07-01,0,3,2.4,2.4,2.4,2.4,0.4166666666666667,0.0,0.0,0.0
607,B7rX9AReRGFQQ6abuq6d5w,2017-06-01,0,8,3.526315789473684,3.0,2.3333333333333335,2.3333333333333335,1.5833333333333333,0.7777777777777778,0.5,0.0
608,B8zMmUlCIX7Ts8VSgy9B-A,2016-09-01,0,12,3.32,3.404255319148936,3.5757575757575757,3.7777777777777777,6.25,5.222222222222222,5.5,6.0
609,BBFg2FmyimjiR27jO0dpQg,2011-11-01,0,11,2.6666666666666665,2.7777777777777777,3.2,2.25,2.25,2.0,1.6666666666666667,1.3333333333333333
610,BBTkC1Z3ZnEE916SkCONIg,2010-11-01,0,10,4.380952380952381,4.2,4.25,4.2,1.75,1.1111111111111112,1.3333333333333333,1.6666666666666667
611,BBbdKmZwbMQSkcL3h1CC2w,2010-12-01,0,11,3.1875,3.0555555555555554,3.0,2.3333333333333335,2.6666666666666665,2.0,1.5,1.0
612,BBt-H2kcXYGumD0Ey84hQw,2017-01-01,0,12,4.068181818181818,3.9705882352941178,3.4761904761904763,3.5555555555555554,3.6666666666666665,3.7777777777777777,3.5,3.0
613,BCE_A21lEUEeEU9sKCjLmA,2017-10-01,0,6,3.642857142857143,3.769230769230769,3.769230769230769,3.769230769230769,3.5,1.4444444444444444,0.0,0.0
614,BD-OOJ8PXSpYTgTHHhXt3g,2016-06-01,0,12,3.557377049180328,3.875,3.8333333333333335,3.4166666666666665,5.083333333333333,4.444444444444445,5.0,4.0
615,BD64ISWfaZk6jCuKIoD6oA,2015-09-01,0,9,3.24,3.0,4.0,3.8,2.0833333333333335,1.3333333333333333,1.0,1.6666666666666667
616,BDDIpeEK8gVdhiglbjEyrw,2008-03-01,0,1,1.0,1.0,1.0,1.0,0.08333333333333333,0.0,0.0,0.0
617,BIMICEFM917JQwi5l4q6Gw,2015-06-01,0,11,3.55,3.736842105263158,4.333333333333333,4.0,3.3333333333333335,2.111111111111111,2.0,2.0
618,BJRZ_7NSFU7xSrUQh1dVdQ,2018-03-01,0,1,5.0,5.0,5.0,5.0,0.5,0.0,0.0,0.0
619,BJW6rCMoWcn8fDFhbMVyEQ,2014-06-01,0,12,4.25,4.258064516129032,4.238095238095238,3.888888888888889,3.0,3.4444444444444446,3.5,3.0
620,BLML3lO-v_eD2AcTXtBPyg,2016-02-01,0,5,2.142857142857143,1.5,1.0,1.0,0.5833333333333334,0.2222222222222222,0.16666666666666666,0.3333333333333333
621,BOD0yRkakyxXzJmbVVAxSA,2017-06-01,0,10,3.377643504531722,3.378205128205128,3.5,3.1333333333333333,27.583333333333332,17.333333333333332,14.0,10.0
622,BPAm6_JH34HB9FG5Jx1Nig,2017-05-01,0,11,4.71830985915493,4.675,4.72,4.333333333333333,5.916666666666667,4.444444444444445,4.166666666666667,3.0
623,BQHbrLQVB6l1GqX93JIQ2w,2009-01-01,0,3,2.6666666666666665,1.0,1.0,1.0,0.25,0.1111111111111111,0.0,0.0
624,BSQgdjMm5pYSWuGyr-8pIA,2010-09-01,0,10,3.380952380952381,3.3529411764705883,3.4444444444444446,3.25,1.75,1.8888888888888888,1.5,1.3333333333333333
625,BSmqxPbQglQwP2R56OqOag,2010-12-01,1,12,3.757575757575758,3.739130434782609,3.9166666666666665,3.8333333333333335,2.75,2.5555555555555554,2.0,2.0
626,BTGdhKfImIWo5VRFqPjqIA,2016-02-01,1,6,3.0,2.857142857142857,4.0,4.0,1.0,0.7777777777777778,0.3333333333333333,0.6666666666666666
627,BYgzCvjyvBe1_CQPaRsXoQ,2016-03-01,0,5,4.333333333333333,4.666666666666667,4.5,4.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333
628,BZhmsHFyyj_mKkBdPvIgAw,2009-03-01,0,3,3.6666666666666665,4.0,4.0,4.0,0.25,0.1111111111111111,0.0,0.0
629,BbKzwc11qLEzX_euOmRn6A,2017-11-01,0,5,3.8333333333333335,4.4,4.4,4.4,1.0,0.5555555555555556,0.0,0.0
630,BcpifF2q7cyzxYq-8ebEWw,2012-10-01,0,11,4.0476190476190474,3.9285714285714284,3.6666666666666665,4.333333333333333,1.75,1.5555555555555556,1.5,1.0
631,BgTFsq79xmnRkX0gA1za1Q,2012-01-01,0,12,3.1475409836065573,3.236842105263158,3.391304347826087,3.7,5.083333333333333,4.222222222222222,3.8333333333333335,3.3333333333333335
632,BgthHqiXot2s4Sd_xcI6DQ,2007-04-01,1,10,4.2727272727272725,4.388888888888889,4.416666666666667,4.625,1.8333333333333333,2.0,2.0,2.6666666666666665
633,BgwKts4y3DvZGCI0GogLpA,2016-08-01,0,8,3.9285714285714284,3.7,4.0,5.0,1.1666666666666667,1.1111111111111112,0.6666666666666666,0.3333333333333333
634,BjbokieOGk2CCq2t8wV6MA,2014-11-01,0,12,4.120689655172414,4.28,4.4423076923076925,4.461538461538462,9.666666666666666,8.333333333333334,8.666666666666666,8.666666666666666
635,Blfn30Y8tvYq903oLiIf3g,2013-05-01,0,12,3.7454545454545456,3.893939393939394,3.9047619047619047,4.0,9.166666666666666,7.333333333333333,7.0,7.333333333333333
636,BncSpY3IPix5s-4SOHCtLQ,2008-04-01,0,7,2.6666666666666665,2.7,2.75,1.0,1.0,1.1111111111111112,0.6666666666666666,0.3333333333333333
637,BngaEGNRonNnd-Q9PiSjPw,2009-02-01,0,2,2.75,3.0,3.0,3.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.6666666666666666
638,Bonny62rswQQ6-sC1DpOrA,2018-03-01,0,1,2.5294117647058822,2.5294117647058822,2.5294117647058822,2.5294117647058822,1.4166666666666667,0.0,0.0,0.0
639,Bpjhk4ZtncUnntdqurIrfQ,2016-12-01,0,11,3.0,2.857142857142857,3.1818181818181817,4.25,2.0833333333333335,2.3333333333333335,1.8333333333333333,1.3333333333333333
640,Bq0LXZcOrZdkeM4kCy31lw,2017-08-01,0,2,4.636363636363637,5.0,5.0,5.0,0.9166666666666666,1.1111111111111112,1.6666666666666667,0.0
641,BrhyYc1-gn3lPuhlkqNk2w,2012-01-01,0,9,4.333333333333333,4.571428571428571,4.75,5.0,1.0,0.7777777777777778,0.6666666666666666,0.3333333333333333
642,BxKxFHXG4B2h1MXK8ebHZQ,2013-06-01,0,12,4.254237288135593,4.1923076923076925,4.128205128205129,4.5,4.916666666666667,5.777777777777778,6.5,7.333333333333333
643,BxNhwgVNi2qsAco8388h5A,2018-01-01,0,3,3.5833333333333335,3.5833333333333335,3.5833333333333335,3.5833333333333335,1.0,0.0,0.0,0.0
644,C-Qkudv7u8465nLasGR31A,2015-04-01,0,12,3.4545454545454546,3.871794871794872,3.925925925925926,3.875,7.333333333333333,4.333333333333333,4.5,5.333333333333333
645,C1zlvNlxlGZB8g0162QslQ,2010-04-01,0,7,4.1,4.428571428571429,4.5,4.666666666666667,0.8333333333333334,0.7777777777777778,0.6666666666666666,1.0
646,C2BR0TjNacoNzItPLUHTAA,2013-03-01,0,12,4.205555555555556,4.128440366972477,4.385964912280702,4.241379310344827,15.0,12.11111111111111,9.5,9.666666666666666
647,C2od1RCSQjTqxNyImReEBQ,2014-06-01,0,11,3.380952380952381,3.2142857142857144,3.2,3.3333333333333335,1.75,1.5555555555555556,1.6666666666666667,2.0
648,C6MG3vrloHF8h9PPvZNiJA,2011-03-01,0,9,4.421052631578948,4.470588235294118,4.111111111111111,5.0,1.5833333333333333,1.8888888888888888,1.5,1.3333333333333333
649,C7BTKAsOdk5kNdKXrtQdiA,2014-03-01,0,12,3.56,3.3513513513513513,2.8947368421052633,2.909090909090909,4.166666666666667,4.111111111111111,3.1666666666666665,3.6666666666666665
650,C8D_GU9cDDjbOJfCaGXxDQ,2010-01-01,0,12,3.6144578313253013,3.5794392523364484,3.710526315789474,3.742857142857143,13.833333333333334,11.88888888888889,12.666666666666666,11.666666666666666
651,CCLcgi4goIZmKUpRCICzZQ,2016-07-01,0,8,2.0,1.6666666666666667,1.75,1.0,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.3333333333333333
652,CElwRv4CtK56NljAuCwepw,2009-12-01,0,9,3.875,3.6923076923076925,3.5833333333333335,3.0,1.3333333333333333,1.4444444444444444,2.0,1.0
653,CFyPbqZaxoBTjOmVjSn_8Q,2012-06-01,0,7,4.571428571428571,4.4,4.25,4.0,0.5833333333333334,0.5555555555555556,0.6666666666666666,1.0
654,CGCLYjfKSxVvHOvAe8L-IA,2008-10-01,0,1,3.0,3.0,3.0,3.0,0.16666666666666666,0.0,0.0,0.0
655,CHm0hyY81CWDutaYCztFSg,2013-09-01,0,1,1.0,1.0,1.0,1.0,0.16666666666666666,0.0,0.0,0.0
656,CKoDbOpF_CSyy6_lttqjKg,2013-03-01,0,12,3.0,3.2333333333333334,3.6666666666666665,3.6363636363636362,3.75,3.3333333333333335,2.5,3.6666666666666665
657,CMCAZVvZlP0ztWo6fhwnGg,2015-02-01,0,12,3.4,3.5,3.25,3.1818181818181817,3.75,3.111111111111111,3.3333333333333335,3.6666666666666665
658,CNx_ie_OvjJHZLZ6yEO8UA,2017-03-01,0,11,4.036585365853658,3.883720930232558,4.0476190476190474,4.333333333333333,6.833333333333333,4.777777777777778,3.5,3.0
659,CO8MpD1bSkBPArXKBKkIfA,2015-04-01,0,12,3.7540983606557377,3.7555555555555555,3.607142857142857,3.857142857142857,5.083333333333333,5.0,4.666666666666667,4.666666666666667
660,COV5JzBJD3vEW-Qd86pb_w,2017-02-01,0,5,2.6,3.0,3.0,5.0,0.4166666666666667,0.3333333333333333,0.5,0.3333333333333333
661,CQokoa1vN8j6OP7dyizJDw,2008-02-01,0,4,4.0,4.0,4.0,4.0,0.4166666666666667,0.4444444444444444,0.16666666666666666,0.0
662,CRLvROAjgX-aKI7VIfPLFg,2015-11-01,0,12,3.7818181818181817,3.7714285714285714,3.88,4.25,4.583333333333333,3.888888888888889,4.166666666666667,2.6666666666666665
663,CSllvnL_I0ZLFuwWKB_waQ,2014-03-01,0,4,3.0,3.3333333333333335,3.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
664,CTCD7noPctNFWROCL8ppSQ,2013-02-01,0,11,2.8484848484848486,3.0476190476190474,2.923076923076923,2.5,2.75,2.3333333333333335,2.1666666666666665,1.3333333333333333
665,CTJnbFKMq7Nv7xnLmjgOyg,2016-02-01,0,12,4.753086419753086,4.72,4.6923076923076925,4.461538461538462,6.75,5.555555555555555,4.333333333333333,4.333333333333333
666,CUgRXXf5UQVqj0DudnrT5A,2015-07-01,1,11,4.033333333333333,3.92,4.0,4.083333333333333,2.5,2.7777777777777777,2.6666666666666665,4.0
667,CUivTcULsu5MJIYYNVm1zw,2007-05-01,0,9,3.5789473684210527,3.357142857142857,3.3333333333333335,3.5,1.5833333333333333,1.5555555555555556,1.5,2.0
668,CXAC3Pfo7jaEciXZ2Bjgow,2012-12-01,0,7,3.5,4.25,4.0,3.0,0.6666666666666666,0.4444444444444444,0.3333333333333333,0.3333333333333333
669,CYbrDESVuf8wpxRbxgBMJg,2013-06-01,0,11,3.88,3.9,3.7142857142857144,3.0,2.0833333333333335,2.2222222222222223,2.3333333333333335,1.6666666666666667
670,CZKHXlDuy3IagC2W881fyA,2016-01-01,0,12,4.6571428571428575,4.65625,4.69620253164557,4.6875,14.583333333333334,14.222222222222221,13.166666666666666,16.0
671,CcvALKrGiibvix6MuHtAng,2018-02-01,0,2,3.7142857142857144,3.7142857142857144,3.7142857142857144,3.7142857142857144,2.3333333333333335,0.0,0.0,0.0
672,Cd2ERofxOeCbCi-0yDs0aw,2016-01-01,0,12,4.796178343949045,4.793103448275862,4.771084337349397,4.777777777777778,13.083333333333334,12.88888888888889,13.833333333333334,15.0
673,CdqDmKlSVrTBigSZnpQYug,2013-11-01,0,2,1.5,1.0,1.0,1.0,0.16666666666666666,0.1111111111111111,0.16666666666666666,0.3333333333333333
674,ChcUwAGAVoLXMsfI4vJ3DA,2017-10-01,0,4,3.3,4.2,4.2,4.2,0.8333333333333334,0.5555555555555556,0.0,0.0
675,CmgNyXaBPsn6hLLtWPL_qg,2016-06-01,0,12,4.117647058823529,3.8666666666666667,3.7551020408163267,3.962962962962963,7.083333333333333,6.666666666666667,8.166666666666666,9.0
676,CnXQ4Z0s3TvblzWEJilCIQ,2017-09-01,0,1,5.0,5.0,5.0,5.0,0.16666666666666666,0.0,0.0,0.0
677,CopqthwWKu7-TrpxGa70ug,2014-01-01,0,12,3.9166666666666665,3.9375,3.6666666666666665,4.25,2.0,1.7777777777777777,1.5,1.3333333333333333
678,Cp-clhAJs3NJRwXpXk_saw,2013-10-01,0,12,4.784722222222222,4.720430107526882,4.76,4.75,12.0,10.333333333333334,8.333333333333334,8.0
679,Cp7JVPbO5Vv_huCBxLtXWQ,2012-06-01,0,1,1.0,1.0,1.0,1.0,0.08333333333333333,0.0,0.0,0.0
680,CpJRzbebSyHwOFNsOixK1w,2017-07-01,0,5,4.333333333333333,4.5,4.0,4.0,0.75,0.2222222222222222,0.16666666666666666,0.0
681,CqsJjzullOVp29m0l__k5Q,2016-01-01,0,12,4.283783783783784,4.339285714285714,4.15,4.4,6.166666666666667,6.222222222222222,6.666666666666667,8.333333333333334
682,Crhm6oKCj7raPlakwltbVQ,2017-03-01,0,12,4.253012048192771,4.181818181818182,3.9411764705882355,4.4,6.916666666666667,4.888888888888889,2.8333333333333335,1.6666666666666667
683,CrwL7Y-jdzno4mmV7CN67A,2016-01-01,0,12,3.88,3.8666666666666667,3.6818181818181817,3.2222222222222223,4.166666666666667,3.3333333333333335,3.6666666666666665,3.0
684,Cs8YvyehNELsgOsf5Us4Dg,2017-12-01,0,4,4.25,4.0,4.0,4.0,5.333333333333333,1.4444444444444444,0.0,0.0
685,CtfCmOhJvpnTFcKm_MyQwA,2014-02-01,0,12,4.023255813953488,4.068965517241379,4.333333333333333,4.25,3.5833333333333335,3.2222222222222223,1.5,1.3333333333333333
686,Cv3NIg9Ahl-x86riaalXSA,2012-08-01,0,6,3.2,3.6666666666666665,3.6666666666666665,3.5,0.8333333333333334,0.6666666666666666,0.5,0.6666666666666666
687,CvonRhKDJaH155xhtpz_iw,2016-06-01,0,12,3.435146443514644,3.4037267080745344,3.3529411764705883,3.425,19.916666666666668,17.88888888888889,17.0,13.333333333333334
688,CxtzsoASybpq3afGYu4LYg,2013-10-01,0,5,3.6,2.6666666666666665,2.6666666666666665,2.0,0.4166666666666667,0.3333333333333333,0.5,0.3333333333333333
689,Cy46zHlSVkCGZRpaHwlkVA,2015-11-01,0,9,4.642857142857143,4.444444444444445,4.166666666666667,4.75,1.1666666666666667,1.0,1.0,1.3333333333333333
690,CyCa2Oco5NjPZhxA2h_TjA,2017-04-01,0,5,1.8,2.0,3.0,2.0,0.4166666666666667,0.4444444444444444,0.3333333333333333,0.3333333333333333
691,CzqYP9VKJBzGLnp14naScA,2012-11-01,1,12,4.0125,3.9482758620689653,4.085714285714285,4.181818181818182,6.666666666666667,6.444444444444445,5.833333333333333,3.6666666666666665
692,D-2t7fHQu6hNLjjfRHSZaA,2013-05-01,0,12,4.090909090909091,4.048543689320389,4.0588235294117645,3.9642857142857144,11.0,11.444444444444445,11.333333333333334,9.333333333333334
693,D3E-h3moTngDIoNHeHAjOg,2012-12-01,0,6,3.4444444444444446,3.5,3.0,3.0,0.75,0.6666666666666666,0.3333333333333333,0.0
694,D42-sxkmZy2fn4BkZaEkbA,2007-04-01,0,3,4.5,4.666666666666667,4.666666666666667,4.666666666666667,0.3333333333333333,0.3333333333333333,0.5,1.0
695,D4BWyStFZzA7k8hqDmnyFw,2016-04-01,0,12,4.123076923076923,3.931297709923664,3.730769230769231,3.787878787878788,16.25,14.555555555555555,13.0,11.0
696,D4xv7_wwYpZEZar4DwwYYQ,2007-12-01,1,8,4.2,4.333333333333333,4.166666666666667,4.5,0.8333333333333334,1.0,1.0,1.3333333333333333
697,D7ihF-r44rB2aT8k6oGQww,2011-10-01,0,8,3.95,4.0,4.0,4.2,1.6666666666666667,1.6666666666666667,2.1666666666666665,3.3333333333333335
698,D8PSQ9cSzf2VCkH0ELaR4A,2018-02-01,0,2,3.7777777777777777,3.7777777777777777,3.7777777777777777,3.7777777777777777,0.75,0.0,0.0,0.0
699,D9R7jF8OhyGsXLzAeCTK0g,2017-08-01,0,4,4.8,4.75,4.75,4.75,0.4166666666666667,0.4444444444444444,0.0,0.0
700,DCneGyZ5H_uxliaMHI0lYg,2018-03-01,0,1,4.826086956521739,4.826086956521739,4.826086956521739,4.826086956521739,1.9166666666666667,0.0,0.0,0.0
701,DD4d-8-DjnnXBE7lJ6w92A,2010-10-01,0,8,3.5454545454545454,3.75,3.6,4.0,0.9166666666666666,0.8888888888888888,0.8333333333333334,1.0
702,DE37j9FjAfysF5q7jQ507Q,2013-01-01,0,5,4.0,3.3333333333333335,2.5,4.0,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333
703,DE_ctc1KSo7937A-kVBsEQ,2016-07-01,0,11,3.0833333333333335,2.9545454545454546,3.2666666666666666,3.8333333333333335,3.0,2.4444444444444446,2.5,2.0
704,DEeGnshpgUOIOjhq_dd5Ug,2014-08-01,0,12,4.075,4.067796610169491,3.8780487804878048,3.9473684210526314,6.666666666666667,6.555555555555555,6.833333333333333,6.333333333333333
705,DEr6oxw1bWb6vCCr9DSl1g,2017-03-01,0,12,3.1485411140583555,3.0336538461538463,3.075187969924812,2.739130434782609,31.416666666666668,23.11111111111111,22.166666666666668,23.0
706,DF6kMTHYuKKME_00AinR-w,2017-01-01,0,12,4.329545454545454,4.204081632653061,4.033333333333333,3.5555555555555554,7.333333333333333,5.444444444444445,5.0,3.0
707,DG-DnjesTf2luKttJV9CLA,2018-03-01,0,1,4.6,4.6,4.6,4.6,1.25,0.0,0.0,0.0
708,DGXbfl2cE8MjkjTac2r3xA,2010-10-01,0,3,4.25,4.5,4.5,4.5,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.0
709,DGaW-qWZc2aHYinHdAT7lQ,2014-05-01,0,12,3.4210526315789473,3.3333333333333335,3.4545454545454546,3.875,1.5833333333333333,1.6666666666666667,1.8333333333333333,2.6666666666666665
710,DGqxvWTexSLYN0u86DCpuA,2008-05-01,0,1,3.0,3.0,3.0,3.0,0.08333333333333333,0.0,0.0,0.0
711,DHoUaeL5XqRX083cptIHBA,2017-10-01,0,6,3.066666666666667,2.3333333333333335,2.3333333333333335,2.3333333333333335,1.25,1.0,0.0,0.0
712,DHwG62oZACWX80Y74m1cyw,2015-10-01,0,12,3.913793103448276,3.923076923076923,3.875,4.333333333333333,4.833333333333333,4.333333333333333,4.0,3.0
713,DL7V1_chkWkZtyG4_xNYfw,2007-06-01,0,4,3.3333333333333335,3.0,3.0,3.0,0.5,0.5555555555555556,0.5,1.0
714,DLcgZ180-gdPsHoU78xQDw,2013-08-01,0,12,3.378787878787879,3.3636363636363638,3.25,2.8461538461538463,5.5,4.888888888888889,4.666666666666667,4.333333333333333
715,DMmeFKsUuMl0kDy7Zd7W3A,2009-09-01,0,10,3.107142857142857,3.0,3.272727272727273,2.8333333333333335,2.3333333333333335,2.5555555555555554,1.8333333333333333,2.0
716,DMyoxEaTGTakZxWgh1D5bw,2010-10-01,0,12,3.8219178082191783,3.824561403508772,3.8620689655172415,3.727272727272727,6.083333333333333,6.333333333333333,4.833333333333333,3.6666666666666665
717,DT35ycaAVzbq83vVGRCoIQ,2012-12-01,0,12,4.044444444444444,4.066666666666666,4.2,4.5,3.75,3.3333333333333335,3.3333333333333335,3.3333333333333335
718,DV7ayUlg1YMJTcV6giVwHw,2015-05-01,0,10,4.117647058823529,4.2727272727272725,4.111111111111111,4.25,1.4166666666666667,1.2222222222222223,1.5,1.3333333333333333
719,DWaKkloU4L5zJzWV4m-6TA,2015-08-01,0,9,3.1818181818181817,3.142857142857143,3.0,2.3333333333333335,0.9166666666666666,0.7777777777777778,0.6666666666666666,1.0
720,DYi6jJYhK3kTfaYn81tORQ,2014-10-01,0,5,4.2,4.666666666666667,4.666666666666667,4.5,0.4166666666666667,0.3333333333333333,0.5,0.6666666666666666
721,DYnFGGYU3SkrKT_G4djpYQ,2012-10-01,0,11,3.8333333333333335,4.0,3.6923076923076925,4.166666666666667,2.5,2.2222222222222223,2.1666666666666665,2.0
722,Da4E88htQ_FTOB9HgGcdBQ,2017-05-01,0,4,4.666666666666667,4.333333333333333,5.0,5.0,0.5,0.3333333333333333,0.16666666666666666,0.0
723,DaVTuhzi6EgWStb2eAjNjA,2016-01-01,1,12,4.657754010695188,4.647058823529412,4.677777777777778,4.679245283018868,15.583333333333334,15.11111111111111,15.0,17.666666666666668
724,Dc7zk2Vi-55PNAX5KRoFRg,2015-12-01,0,11,3.72972972972973,3.5,3.9166666666666665,4.0,3.0833333333333335,2.6666666666666665,2.0,1.3333333333333333
725,DfCQhke2ZcaYEUr119O6BA,2017-11-01,0,5,3.433333333333333,3.111111111111111,3.111111111111111,3.111111111111111,2.5,1.0,0.0,0.0
726,DfweaVA8DoYMF0WxIQiKvQ,2017-08-01,0,8,3.9743589743589745,3.9583333333333335,3.6666666666666665,3.6666666666666665,3.25,2.6666666666666665,1.0,0.0
727,DgHXVoAZ4XzbcQMahuJCbw,2008-08-01,0,4,3.2,3.0,2.5,2.0,0.4166666666666667,0.4444444444444444,0.3333333333333333,0.3333333333333333
728,DgZ-pZUo3drzpiCDlDr9IQ,2008-11-01,1,7,4.1,4.5,4.571428571428571,4.8,0.8333333333333334,0.8888888888888888,1.1666666666666667,1.6666666666666667
729,DiKf6QPDwOtnTllq7uOmEg,2015-07-01,0,3,3.6666666666666665,3.0,3.0,1.0,0.25,0.2222222222222222,0.3333333333333333,0.3333333333333333
730,Dj4AepxMBS-5DUvPegSb2g,2017-11-01,0,3,4.75,4.75,4.75,4.75,0.3333333333333333,0.0,0.0,0.0
731,DkIEhR8behaIoSexekWV0Q,2012-10-01,0,12,4.071428571428571,3.980392156862745,4.0,3.9565217391304346,5.833333333333333,5.666666666666667,6.666666666666667,7.666666666666667
732,DljmXW8D07LVTA1Y69xosw,2017-08-01,0,8,4.3125,4.045454545454546,3.75,3.75,5.333333333333333,2.4444444444444446,1.3333333333333333,0.0
733,DncR06kFZ_u2O4NlbPPE4w,2016-03-01,0,12,4.032786885245901,4.027027027027027,3.925925925925926,4.055555555555555,5.083333333333333,4.111111111111111,4.5,6.0
734,Do72DKBclgkSPt6jZ9-c4Q,2013-02-01,0,10,2.5,2.5454545454545454,2.6666666666666665,3.0,1.1666666666666667,1.2222222222222223,1.0,0.6666666666666666
735,Dp0iUK4yiLxQvV0CucHIVw,2015-01-01,0,12,4.381443298969073,4.273972602739726,4.169811320754717,4.25,8.083333333333334,8.11111111111111,8.833333333333334,6.666666666666667
736,DpCdZ3EfAoGgJzcvaR0quQ,2017-08-01,0,8,4.0227272727272725,4.0,4.0625,4.0625,7.333333333333333,3.888888888888889,2.6666666666666665,0.0
737,DpSuDR5AT7DF0QZhNUD2Aw,2014-03-01,0,11,3.75,3.7142857142857144,3.4444444444444446,3.3333333333333335,1.6666666666666667,1.5555555555555556,1.5,1.0
738,Dqzkdf0sz8lm9AFjfsDmIw,2008-07-01,1,4,3.0,4.0,4.0,4.0,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.0
739,DrdVDtc4YdkE613R3PUgoQ,2018-03-01,0,1,5.0,5.0,5.0,5.0,0.08333333333333333,0.0,0.0,0.0
740,DstNnjUe4RpBuKUqLdFzyQ,2011-05-01,0,9,4.142857142857143,4.0,4.166666666666667,5.0,1.1666666666666667,1.0,1.0,0.3333333333333333
741,DuI8BlpnRRwsmmVMt7Yiww,2011-02-01,0,3,4.0,4.0,4.0,4.0,0.25,0.2222222222222222,0.0,0.0
742,DuQtouEXOfo5K4ukON3qwQ,2013-06-01,0,12,3.873015873015873,3.8446601941747574,3.8333333333333335,3.911111111111111,10.5,11.444444444444445,14.0,15.0
743,DvcYHDk4TaRAqic3BncAwg,2008-05-01,0,1,3.0,3.0,3.0,3.0,0.08333333333333333,0.0,0.0,0.0
744,DvxGK4R1_0LR9837DCOZXg,2012-01-01,0,4,3.75,4.0,4.0,4.0,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
745,DwP10iEz5LGf3fhcVQZm0Q,2008-09-01,0,10,3.727272727272727,3.5555555555555554,3.3333333333333335,3.5,1.8333333333333333,2.0,2.0,2.6666666666666665
746,Dx4R3jlNBZly6VLTTYjLMQ,2016-10-01,0,12,3.6066666666666665,3.3980582524271843,3.4126984126984126,2.3333333333333335,12.5,11.444444444444445,10.5,7.0
747,DymZ5vpm7vkSsR__-4sflw,2008-02-01,1,10,4.205882352941177,4.35,4.352941176470588,4.714285714285714,2.8333333333333335,2.2222222222222223,2.8333333333333335,2.3333333333333335
748,Dz5NDfPpXcID1qJbEfre4g,2015-05-01,1,8,4.466666666666667,4.454545454545454,4.6,4.75,1.25,1.2222222222222223,0.8333333333333334,1.3333333333333333
749,DzVexh7EGld_2ziA1lRq9w,2012-12-01,0,11,3.676470588235294,3.5789473684210527,3.6666666666666665,3.4,2.8333333333333335,2.111111111111111,2.5,1.6666666666666667
750,DzZbZR7zgsho_XM6mhOCZg,2013-05-01,1,10,4.0,4.0476190476190474,3.909090909090909,4.0,2.1666666666666665,2.3333333333333335,1.8333333333333333,1.6666666666666667
751,E-DyJWXjao8lyTw3xvXY-Q,2014-03-01,0,2,2.0,2.0,2.0,2.0,0.16666666666666666,0.0,0.0,0.0
752,E-LZ0Xl1ETDeMrtM9H3-PQ,2009-11-01,0,12,4.597402597402597,4.569230769230769,4.545454545454546,4.2631578947368425,6.416666666666667,7.222222222222222,7.333333333333333,6.333333333333333
753,E2phfNtA9Zq52AOyMwnohg,2017-12-01,0,4,5.0,5.0,5.0,5.0,1.25,0.2222222222222222,0.0,0.0
754,E3qxMkbKxQR6Aca36c53GA,2014-04-01,0,9,4.933333333333334,5.0,5.0,5.0,1.25,1.1111111111111112,1.5,2.0
755,E4JyAzB5_2quptwtemyhYA,2013-03-01,1,12,4.447761194029851,4.5181818181818185,4.52,4.526315789473684,11.166666666666666,12.222222222222221,12.5,12.666666666666666
756,E6tGAYZ2J1EIwCDHtVI1yg,2015-08-01,0,10,3.0588235294117645,2.6666666666666665,1.8333333333333333,1.0,1.4166666666666667,1.3333333333333333,1.0,0.3333333333333333
757,E91zEYEGcs497aYnQlh2yg,2016-09-01,0,9,4.5,4.3125,4.2727272727272725,4.0,1.8333333333333333,1.7777777777777777,1.8333333333333333,1.6666666666666667
758,E9IPxXY6pS2gTW2FBkAJmg,2010-05-01,0,12,3.5476190476190474,3.484848484848485,3.4782608695652173,3.5714285714285716,3.5,3.6666666666666665,3.8333333333333335,4.666666666666667
759,E9aC5bLfXdQVZ5csvLuLJg,2008-10-01,0,5,3.8,3.6666666666666665,3.6666666666666665,3.6666666666666665,0.4166666666666667,0.3333333333333333,0.5,1.0
760,EAs61Wm1O6tLjCs8t2eP-Q,2014-04-01,0,12,4.142857142857143,4.097560975609756,4.142857142857143,4.6,4.083333333333333,4.555555555555555,4.666666666666667,5.0
